Ignore,Scene,Start,End,Caption
No,0,00:51:14.485,00:51:23.793,
No,0,00:51:24.203,00:51:37.848,
No,0,00:51:38.258,00:51:45.940,
No,0,00:51:46.350,00:51:54.532,
No,0,00:51:54.942,00:52:01.163,
No,0,00:52:01.573,00:52:10.506,
No,0,00:52:10.916,00:52:14.593,
No,0,00:52:15.003,00:52:19.515,
No,0,00:52:19.925,00:52:29.150,
No,0,00:52:29.560,00:52:34.530,
No,0,00:52:34.940,00:52:40.744,
No,0,00:52:41.154,00:52:42.955,
No,0,00:52:43.365,00:52:49.295,
No,0,00:52:49.705,00:52:54.383,
No,0,00:52:54.793,00:53:01.515,
No,0,00:53:01.925,00:53:06.520,
No,0,00:53:06.930,00:53:10.441,
No,0,00:53:10.851,00:53:14.069,
No,0,00:53:14.479,00:53:16.238,
No,0,00:53:16.648,00:53:17.823,
No,0,00:53:18.233,00:53:20.701,
No,0,00:53:21.111,00:53:27.958,
No,0,00:53:28.368,00:53:39.220,
No,0,00:53:39.630,00:53:52.816,
No,0,00:53:53.226,00:53:57.738,
No,0,00:53:58.148,00:54:00.491,
No,0,00:54:00.901,00:54:03.285,
No,0,00:54:03.695,00:54:08.666,
No,0,00:54:09.076,00:54:12.127,
No,0,00:54:12.537,00:54:17.675,
No,0,00:54:18.085,00:54:19.551,
No,0,00:54:19.961,00:54:23.055,
No,0,00:54:23.465,00:54:31.397,
No,0,00:54:31.807,00:54:36.068,
No,0,00:54:36.478,00:54:43.033,
No,0,00:54:43.443,00:54:46.787,
No,0,00:54:47.197,00:54:58.966,
No,0,00:54:59.376,00:55:01.844,
No,0,00:55:02.254,00:55:04.805,
No,0,00:55:05.215,00:55:05.514,
No,0,00:55:05.924,00:55:06.432,
No,0,00:55:06.842,00:55:11.603,
No,0,00:55:12.013,00:55:15.149,
No,0,00:55:15.559,00:55:24.074,
No,0,00:55:24.484,00:55:31.081,
No,0,00:55:31.491,00:55:33.876,
No,0,00:55:34.286,00:55:35.169,
No,0,00:55:35.579,00:55:37.254,
No,0,00:55:37.664,00:55:38.547,
No,0,00:55:38.957,00:55:41.008,
No,0,00:55:41.418,00:55:42.217,
No,0,00:55:42.627,00:55:43.677,
No,0,00:55:44.087,00:55:44.970,
No,0,00:55:45.380,00:55:47.014,
No,0,00:55:47.424,00:55:49.683,
No,0,00:55:50.093,00:55:52.770,
No,0,00:55:53.180,00:55:54.229,
No,0,00:55:54.639,00:55:55.773,
No,0,00:55:56.183,00:55:58.442,
No,0,00:55:58.852,00:56:00.736,
No,0,00:56:01.146,00:56:03.447,
No,0,00:56:03.857,00:56:05.449,
No,0,00:56:05.859,00:56:07.117,
No,0,00:56:07.527,00:56:09.203,
No,0,00:56:09.613,00:56:13.916,
No,0,00:56:14.326,00:56:15.000,
No,0,00:56:15.410,00:56:17.336,
No,0,00:56:17.746,00:56:20.214,
No,0,00:56:20.624,00:56:22.132,
No,0,00:56:22.542,00:56:24.009,
No,0,00:56:24.419,00:56:25.511,
No,0,00:56:25.921,00:56:32.351,
No,0,00:56:32.761,00:56:33.644,
No,0,00:56:34.054,00:56:35.729,
No,0,00:56:36.139,00:56:37.773,
No,0,00:56:38.183,00:56:38.774,
No,0,00:56:39.184,00:56:41.568,
No,0,00:56:41.978,00:56:43.153,
No,0,00:56:43.563,00:56:44.154,
No,0,00:56:44.564,00:56:46.615,
No,0,00:56:47.025,00:56:51.203,
No,0,00:56:51.613,00:56:53.497,
No,0,00:56:53.907,00:56:56.583,
No,0,00:56:56.993,00:57:05.134,
No,0,00:57:05.544,00:57:08.178,
No,0,00:57:08.588,00:57:12.683,
No,0,00:57:13.093,00:57:15.477,
No,0,00:57:15.887,00:57:18.689,
No,0,00:57:19.099,00:57:20.983,
No,0,00:57:21.393,00:57:24.236,
No,0,00:57:24.646,00:57:27.156,
No,0,00:57:27.566,00:57:31.160,
No,0,00:57:31.570,00:57:33.078,
No,0,00:57:33.488,00:57:35.456,
No,0,00:57:35.866,00:57:45.674,
No,0,00:57:46.084,00:57:47.593,
No,0,00:57:48.003,00:57:51.847,
No,0,00:57:52.257,00:57:58.437,
No,0,00:57:58.847,00:58:01.023,
No,0,00:58:01.433,00:58:24.880,
No,0,00:58:25.290,00:58:36.016,
No,0,00:58:36.426,00:58:41.688,
No,0,00:58:42.098,00:58:46.401,
No,0,00:58:46.811,00:58:55.953,
No,0,00:58:56.363,00:59:03.502,
No,0,00:59:03.912,00:59:08.757,
No,0,00:59:09.167,00:59:13.720,
No,0,00:59:14.130,00:59:20.686,
No,0,00:59:21.096,00:59:23.730,
No,0,00:59:24.140,00:59:30.779,
No,0,00:59:31.189,00:59:33.365,
No,0,00:59:33.775,00:59:35.576,
No,0,00:59:35.986,00:59:44.209,
No,0,00:59:44.619,01:00:00.475,
No,0,01:00:00.885,01:00:03.520,
No,0,01:00:03.930,01:00:10.068,
No,0,01:00:10.478,01:00:22.497,
No,0,01:00:22.907,01:00:37.012,
No,0,01:00:37.422,01:00:42.851,
No,0,01:00:43.261,01:00:44.895,
No,0,01:00:45.305,01:00:59.034,
No,0,01:00:59.444,01:01:01.662,
No,0,01:01:02.072,01:01:06.500,
No,0,01:01:06.910,01:01:14.591,
No,0,01:01:15.001,01:01:27.771,
No,0,01:01:28.181,01:01:32.109,
No,0,01:01:32.519,01:01:48.542,
No,0,01:01:48.952,01:01:55.632,
No,0,01:01:56.042,01:01:58.260,
No,0,01:01:58.670,01:02:15.610,
No,0,01:02:16.020,01:02:29.875,
No,0,01:02:30.285,01:02:35.672,
No,0,01:02:36.082,01:02:40.844,
No,0,01:02:41.254,01:02:44.347,
No,0,01:02:44.757,01:02:51.813,
No,0,01:02:52.223,01:02:57.944,
No,0,01:02:58.354,01:03:01.406,
No,0,01:03:01.816,01:03:06.536,
No,0,01:03:06.946,01:03:17.506,
No,0,01:03:17.916,01:03:20.675,
No,0,01:03:21.085,01:03:22.302,
No,0,01:03:22.712,01:03:24.679,
No,0,01:03:25.089,01:03:28.099,
No,0,01:03:28.509,01:03:31.937,
No,0,01:03:32.347,01:03:35.857,
No,0,01:03:36.267,01:03:43.198,
No,0,01:03:43.608,01:03:49.496,
No,0,01:03:49.906,01:04:14.062,
No,0,01:04:14.472,01:04:16.147,
No,0,01:04:16.557,01:04:19.442,
No,0,01:04:19.852,01:04:21.820,
No,0,01:04:22.230,01:04:25.699,
No,0,01:04:26.109,01:04:32.080,
No,0,01:04:32.490,01:04:34.624,
No,0,01:04:35.034,01:04:43.592,
No,0,01:04:44.002,01:05:05.280,
No,0,01:05:05.690,01:05:08.366,
No,0,01:05:08.776,01:05:48.114,
No,0,01:05:48.524,01:05:51.534,
No,0,01:05:51.944,01:06:05.966,
No,0,01:06:06.376,01:06:09.761,
No,0,01:06:10.171,01:06:17.352,
No,0,01:06:17.762,01:06:20.855,
No,0,01:06:21.265,01:06:25.110,
No,0,01:06:25.520,01:06:29.489,
No,0,01:06:29.899,01:06:47.632,
No,0,01:06:48.042,01:06:52.595,
No,0,01:06:53.005,01:06:57.559,
No,0,01:06:57.969,01:07:03.064,
No,0,01:07:03.474,01:07:10.030,
No,0,01:07:10.440,01:07:12.449,
No,0,01:07:12.859,01:07:17.829,
No,0,01:07:18.239,01:07:25.045,
No,0,01:07:25.455,01:07:28.214,
No,0,01:07:28.624,01:07:45.190,
No,0,01:07:45.600,01:07:47.525,
No,0,01:07:47.935,01:07:52.655,
No,0,01:07:53.065,01:07:55.366,
No,0,01:07:55.776,01:08:02.874,
No,0,01:08:03.284,01:08:20.766,
No,0,01:08:21.176,01:08:28.983,
No,0,01:08:29.393,01:08:33.446,
No,0,01:08:33.856,01:08:35.073,
No,0,01:08:35.483,01:08:37.199,
No,0,01:08:37.609,01:09:11.818,
No,0,01:09:12.228,01:09:15.572,
No,0,01:09:15.982,01:09:35.591,
No,0,01:09:36.001,01:09:39.971,
No,0,01:09:40.381,01:09:44.141,
No,0,01:09:44.551,01:09:46.935,
No,0,01:09:47.345,01:09:53.109,
No,0,01:09:53.519,01:09:58.698,
No,0,01:09:59.108,01:10:13.504,
No,0,01:10:13.914,01:10:16.633,
No,0,01:10:17.043,01:10:18.635,
No,0,01:10:19.045,01:10:20.637,
No,0,01:10:21.047,01:10:23.765,
No,0,01:10:24.175,01:10:28.394,
No,0,01:10:28.804,01:10:30.730,
No,0,01:10:31.140,01:10:33.149,
No,0,01:10:33.559,01:10:35.902,
No,0,01:10:36.312,01:10:39.322,
No,0,01:10:39.732,01:10:48.873,
No,0,01:10:49.283,01:10:59.926,
No,0,01:11:00.336,01:11:08.810,
No,0,01:11:09.220,01:11:13.606,
No,0,01:11:14.016,01:11:19.362,
No,0,01:11:19.772,01:11:21.739,
No,0,01:11:22.149,01:11:29.038,
No,0,01:11:29.448,01:11:30.581,
No,0,01:11:30.991,01:11:34.210,
No,0,01:11:34.620,01:11:37.088,
No,0,01:11:37.498,01:11:49.017,
No,0,01:11:49.427,01:11:53.813,
No,0,01:11:54.223,01:11:58.693,
No,0,01:11:59.103,01:12:02.196,
No,0,01:12:02.606,01:12:05.825,
No,0,01:12:06.235,01:12:08.202,
No,0,01:12:08.612,01:12:10.747,
No,0,01:12:11.157,01:12:13.249,
No,0,01:12:13.659,01:12:15.418,
No,0,01:12:15.828,01:12:26.179,
No,0,01:12:26.589,01:12:32.769,
No,0,01:12:33.179,01:12:46.199,
No,0,01:12:46.609,01:12:49.369,
No,0,01:12:49.779,01:12:59.379,
No,0,01:12:59.789,01:13:11.891,
No,0,01:13:12.301,01:13:20.691,
No,0,01:13:21.101,01:13:37.166,
No,0,01:13:37.576,01:13:55.893,
No,0,01:13:56.303,01:14:01.149,
No,0,01:14:01.559,01:14:11.451,
No,0,01:14:11.861,01:14:14.495,
No,0,01:14:14.905,01:14:16.956,
No,0,01:14:17.366,01:14:29.719,
No,0,01:14:30.129,01:14:38.019,
No,0,01:14:38.429,01:14:43.649,
No,0,01:14:44.059,01:15:03.211,
No,0,01:15:03.621,01:15:10.510,
No,0,01:15:10.920,01:15:24.899,
No,0,01:15:25.309,01:15:51.259,
No,0,01:15:51.669,01:15:56.973,
No,0,01:15:57.383,01:16:12.947,
No,0,01:16:13.357,01:16:16.534,
No,0,01:16:16.944,01:16:19.996,
No,0,01:16:20.406,01:16:22.290,
No,0,01:16:22.700,01:16:24.500,
No,0,01:16:24.910,01:16:28.379,
No,0,01:16:28.789,01:16:32.550,
No,0,01:16:32.960,01:16:35.469,
No,0,01:16:35.879,01:16:37.888,
No,0,01:16:38.298,01:16:40.099,
No,0,01:16:40.509,01:16:45.813,
No,0,01:16:46.223,01:16:48.733,
No,0,01:16:49.143,01:16:50.985,
No,0,01:16:51.395,01:16:55.865,
No,0,01:16:56.275,01:17:00.369,
No,0,01:17:00.779,01:17:02.955,
No,0,01:17:03.365,01:17:08.419,
No,0,01:17:08.829,01:17:14.759,
No,0,01:17:15.169,01:17:18.721,
No,0,01:17:19.131,01:17:24.352,
No,0,01:17:24.762,01:17:29.523,
No,0,01:17:29.933,01:17:31.984,
No,0,01:17:32.394,01:17:35.988,
No,0,01:17:36.398,01:17:42.453,
No,0,01:17:42.863,01:17:52.296,
No,0,01:17:52.706,01:18:00.012,
No,0,01:18:00.422,01:18:09.355,
No,0,01:18:09.765,01:18:15.611,
No,0,01:18:16.021,01:18:22.034,
No,0,01:18:22.444,01:18:30.584,
No,0,01:18:30.994,01:18:45.057,
No,0,01:18:45.467,01:18:50.688,
No,0,01:18:51.098,01:18:52.940,
No,0,01:18:53.350,01:19:02.783,
No,0,01:19:03.193,01:19:05.494,
No,0,01:19:05.904,01:19:08.038,
No,0,01:19:08.448,01:19:09.331,
No,0,01:19:09.741,01:19:10.332,
No,0,01:19:10.742,01:19:13.627,
No,0,01:19:14.037,01:19:23.888,
No,0,01:19:24.298,01:19:34.482,
No,0,01:19:34.892,01:19:43.741,
No,0,01:19:44.151,01:19:49.330,
No,0,01:19:49.740,01:19:50.790,
No,0,01:19:51.200,01:19:55.377,
No,0,01:19:55.787,01:20:00.508,
No,0,01:20:00.918,01:20:16.899,
No,0,01:20:17.309,01:20:21.111,
No,0,01:20:21.521,01:20:32.498,
No,0,01:20:32.908,01:20:35.918,
No,0,01:20:36.328,01:20:37.878,
No,0,01:20:38.288,01:20:39.964,
No,0,01:20:40.374,01:20:41.966,
No,0,01:20:42.376,01:21:14.582,
No,0,01:21:14.992,01:21:58.334,
No,0,01:21:58.744,01:22:15.100,
No,0,01:22:15.510,01:22:22.191,
No,0,01:22:22.601,01:22:31.408,
No,0,01:22:31.818,01:22:40.542,
No,0,01:22:40.952,01:22:45.506,
No,0,01:22:45.916,01:22:49.218,
No,0,01:22:49.628,01:22:54.682,
No,0,01:22:55.092,01:23:02.564,
No,0,01:23:02.974,01:23:06.735,
No,0,01:23:07.145,01:23:19.248,
No,0,01:23:19.658,01:23:31.969,
No,0,01:23:32.379,01:23:36.265,
No,0,01:23:36.675,01:23:39.685,
No,0,01:23:40.095,01:23:44.857,
No,0,01:23:45.267,01:24:06.336,
No,0,01:24:06.746,01:24:14.845,
No,0,01:24:15.255,01:24:19.058,
No,0,01:24:19.468,01:24:22.144,
No,0,01:24:22.554,01:24:25.397,
No,0,01:24:25.807,01:24:28.567,
No,0,01:24:28.977,01:24:30.527,
No,0,01:24:30.937,01:24:41.121,
No,0,01:24:41.531,01:24:43.540,
No,0,01:24:43.950,01:24:48.504,
No,0,01:24:48.914,01:24:51.799,
No,0,01:24:52.209,01:25:02.226,
No,0,01:25:02.636,01:25:24.039,
No,0,01:25:24.449,01:26:01.034,
No,0,01:26:01.444,01:26:06.915,
No,0,01:26:07.325,01:26:16.884,
No,0,01:26:17.294,01:26:23.098,
No,0,01:26:23.508,01:26:32.441,
No,0,01:26:32.851,01:26:43.952,
No,0,01:26:44.362,01:26:55.422,
No,0,01:26:55.832,01:27:13.065,
No,0,01:27:13.475,01:27:27.204,
No,0,01:27:27.614,01:27:45.889,
No,0,01:27:46.299,01:27:50.352,
No,0,01:27:50.762,01:28:23.802,
No,0,01:28:24.212,01:28:28.015,
No,0,01:28:28.425,01:28:35.397,
No,0,01:28:35.807,01:28:40.652,
No,0,01:28:41.062,01:28:51.830,
No,0,01:28:52.240,01:28:56.877,
No,0,01:28:57.287,01:29:17.689,
No,0,01:29:18.099,01:29:23.570,
No,0,01:29:23.980,01:29:29.451,
No,0,01:29:29.861,01:29:31.161,
No,0,01:29:31.571,01:29:34.456,
No,0,01:29:34.866,01:29:36.208,
No,0,01:29:36.618,01:29:44.007,
No,0,01:29:44.417,01:29:47.761,
No,0,01:29:48.171,01:29:51.390,
No,0,01:29:51.800,01:29:58.688,
No,0,01:29:59.098,01:30:03.068,
No,0,01:30:03.478,01:30:07.155,
No,0,01:30:07.565,01:30:09.366,
No,0,01:30:09.776,01:30:14.871,
No,0,01:30:15.281,01:30:22.254,
No,0,01:30:22.664,01:30:26.591,
No,0,01:30:27.001,01:30:28.135,
No,0,01:30:28.545,01:30:33.723,
No,0,01:30:34.133,01:30:38.645,
No,0,01:30:39.055,01:30:44.109,
No,0,01:30:44.519,01:30:50.657,
No,0,01:30:51.067,01:30:52.033,
No,0,01:30:52.443,01:30:55.871,
No,0,01:30:56.281,01:31:06.965,
No,0,01:31:07.375,01:31:14.598,
No,0,01:31:15.008,01:31:24.441,
No,0,01:31:24.851,01:31:31.031,
No,0,01:31:31.441,01:31:40.332,
No,0,01:31:40.742,01:31:56.097,
No,0,01:31:56.507,01:31:58.850,
No,0,01:31:59.260,01:32:02.479,
No,0,01:32:02.889,01:32:04.731,
No,0,01:32:05.141,01:32:08.818,
No,0,01:32:09.228,01:32:11.154,
No,0,01:32:11.564,01:32:13.907,
No,0,01:32:14.317,01:32:15.408,
No,0,01:32:15.818,01:32:27.921,
No,0,01:32:28.331,01:32:31.258,
No,0,01:32:31.668,01:32:34.553,
No,0,01:32:34.963,01:32:36.680,
No,0,01:32:37.090,01:32:44.020,
No,0,01:32:44.430,01:32:48.692,
No,0,01:32:49.102,01:32:50.819,
No,0,01:32:51.229,01:32:53.780,
No,0,01:32:54.190,01:32:58.159,
No,0,01:32:58.569,01:33:04.207,
No,0,01:33:04.617,01:33:09.170,
No,0,01:33:09.580,01:33:15.218,
No,0,01:33:15.628,01:33:16.970,
No,0,01:33:17.380,01:33:20.682,
No,0,01:33:21.092,01:33:28.565,
No,0,01:33:28.975,01:33:30.609,
No,0,01:33:31.019,01:34:07.145,
No,0,01:34:07.555,01:34:21.952,
No,0,01:34:22.362,01:34:23.161,
No,0,01:34:23.571,01:34:29.834,
No,0,01:34:30.244,01:34:34.255,
No,0,01:34:34.665,01:34:36.633,
No,0,01:34:37.043,01:34:41.930,
No,0,01:34:42.340,01:34:47.352,
No,0,01:34:47.762,01:34:57.487,
No,0,01:34:57.897,01:35:00.323,
No,0,01:35:00.733,01:35:02.992,
No,0,01:35:03.402,01:35:16.589,
No,0,01:35:16.999,01:35:28.685,
No,0,01:35:29.095,01:35:36.276,
No,0,01:35:36.686,01:35:43.575,
No,0,01:35:43.985,01:35:59.132,
No,0,01:35:59.542,01:36:03.762,
No,0,01:36:04.172,01:36:11.019,
No,0,01:36:11.429,01:36:15.565,
No,0,01:36:15.975,01:36:25.074,
No,0,01:36:25.484,01:36:27.368,
No,0,01:36:27.778,01:36:30.705,
No,0,01:36:31.115,01:36:34.375,
No,0,01:36:34.785,01:36:36.419,
No,0,01:36:36.829,01:36:38.588,
No,0,01:36:38.998,01:36:40.215,
No,0,01:36:40.625,01:36:42.884,
No,0,01:36:43.294,01:36:44.844,
No,0,01:36:45.254,01:36:46.679,
No,0,01:36:47.089,01:36:50.183,
No,0,01:36:50.593,01:36:52.644,
No,0,01:36:53.054,01:36:55.563,
No,0,01:36:55.973,01:37:01.778,
No,0,01:37:02.188,01:37:04.280,
No,0,01:37:04.690,01:37:10.245,
No,0,01:37:10.655,01:37:16.668,
No,0,01:37:17.078,01:37:19.295,
No,0,01:37:19.705,01:37:26.678,
No,0,01:37:27.088,01:37:39.983,
No,0,01:37:40.393,01:37:54.831,
No,0,01:37:55.241,01:38:04.048,
No,0,01:38:04.458,01:38:10.722,
No,0,01:38:11.132,01:38:18.980,
No,0,01:38:19.390,01:38:36.039,
No,0,01:38:36.449,01:38:39.208,
No,0,01:38:39.618,01:38:41.252,
No,0,01:38:41.662,01:38:43.880,
No,0,01:38:44.290,01:38:46.633,
No,0,01:38:47.043,01:38:51.804,
No,0,01:38:52.214,01:38:53.556,
No,0,01:38:53.966,01:38:54.849,
No,0,01:38:55.259,01:38:58.728,
No,0,01:38:59.138,01:39:04.609,
No,0,01:39:05.019,01:39:22.669,
No,0,01:39:23.079,01:39:28.633,
No,0,01:39:29.043,01:39:37.767,
No,0,01:39:38.177,01:39:46.484,
No,0,01:39:46.894,01:40:07.005,
No,0,01:40:07.415,01:40:09.007,
No,0,01:40:09.417,01:40:14.262,
No,0,01:40:14.672,01:40:17.682,
No,0,01:40:18.092,01:40:23.062,
No,0,01:40:23.472,01:40:26.941,
No,0,01:40:27.351,01:40:30.611,
No,0,01:40:31.021,01:40:34.490,
No,0,01:40:34.900,01:40:38.870,
No,0,01:40:39.280,01:40:47.754,
No,0,01:40:48.164,01:41:00.725,
No,0,01:41:01.135,01:41:17.408,
No,0,01:41:17.818,01:41:24.874,
No,0,01:41:25.284,01:41:29.670,
No,0,01:41:30.080,01:41:34.383,
No,0,01:41:34.793,01:41:47.105,
No,0,01:41:47.515,01:41:52.151,
No,0,01:41:52.561,01:42:04.330,
No,0,01:42:04.740,01:42:15.425,
No,0,01:42:15.835,01:42:18.761,
No,0,01:42:19.171,01:42:31.315,
No,0,01:42:31.725,01:42:35.319,
No,0,01:42:35.729,01:42:52.795,
No,0,01:42:53.205,01:42:56.799,
No,0,01:42:57.209,01:43:00.469,
No,0,01:43:00.879,01:43:07.852,
No,0,01:43:08.262,01:43:14.567,
No,0,01:43:14.977,01:43:16.360,
No,0,01:43:16.770,01:43:20.990,
No,0,01:43:21.400,01:43:40.801,
No,0,01:43:41.211,01:43:49.560,
No,0,01:43:49.970,01:43:54.649,
No,0,01:43:55.059,01:43:59.737,
No,0,01:44:00.147,01:44:21.509,
No,0,01:44:21.919,01:44:25.096,
No,0,01:44:25.506,01:44:31.102,
No,0,01:44:31.512,01:44:41.153,
No,0,01:44:41.563,01:44:48.953,
No,0,01:44:49.363,01:44:55.126,
No,0,01:44:55.536,01:45:01.090,
No,0,01:45:01.500,01:45:05.886,
No,0,01:45:06.296,01:45:09.598,
No,0,01:45:10.008,01:45:14.186,
No,0,01:45:14.596,01:45:17.940,
No,0,01:45:18.350,01:45:27.825,
No,0,01:45:28.235,01:45:34.290,
No,0,01:45:34.700,01:45:36.542,
No,0,01:45:36.952,01:45:43.924,
No,0,01:45:44.334,01:45:52.516,
No,0,01:45:52.926,01:46:00.024,
No,0,01:46:00.434,01:46:05.363,
No,0,01:46:05.773,01:46:10.326,
No,0,01:46:10.736,01:46:15.498,
No,0,01:46:15.908,01:46:19.877,
No,0,01:46:20.287,01:46:23.464,
No,0,01:46:23.874,01:46:26.634,
No,0,01:46:27.044,01:46:29.428,
No,0,01:46:29.838,01:46:35.142,
No,0,01:46:35.552,01:46:38.396,
No,0,01:46:38.806,01:46:42.024,
No,0,01:46:42.434,01:46:48.739,
No,0,01:46:49.149,01:46:50.908,
No,0,01:46:51.318,01:46:56.205,
No,0,01:46:56.615,01:47:06.006,
No,0,01:47:06.416,01:47:09.885,
No,0,01:47:10.295,01:47:13.514,
No,0,01:47:13.924,01:47:17.685,
No,0,01:47:18.095,01:47:20.271,
No,0,01:47:20.681,01:47:28.821,
No,0,01:47:29.231,01:47:34.034,
No,0,01:47:34.444,01:47:35.619,
No,0,01:47:36.029,01:47:38.664,
No,0,01:47:39.074,01:47:44.044,
No,0,01:47:44.454,01:47:48.257,
No,0,01:47:48.667,01:47:49.592,
No,0,01:47:50.002,01:47:51.427,
No,0,01:47:51.837,01:47:53.846,
No,0,01:47:54.256,01:47:55.598,
No,0,01:47:56.008,01:48:01.979,
No,0,01:48:02.389,01:48:03.647,
No,0,01:48:04.057,01:48:11.822,
No,0,01:48:12.232,01:48:36.347,
No,0,01:48:36.757,01:48:39.642,
No,0,01:48:40.052,01:48:42.228,
No,0,01:48:42.638,01:48:47.107,
No,0,01:48:47.517,01:48:49.318,
No,0,01:48:49.728,01:48:56.575,
No,0,01:48:56.985,01:49:00.621,
No,0,01:49:01.031,01:49:03.415,
No,0,01:49:03.825,01:49:14.843,
No,0,01:49:15.253,01:49:23.561,
No,0,01:49:23.971,01:49:32.528,
No,0,01:49:32.938,01:49:36.824,
No,0,01:49:37.234,01:49:44.248,
No,0,01:49:44.658,01:49:49.878,
No,0,01:49:50.288,01:49:53.841,
No,0,01:49:54.251,01:50:01.098,
No,0,01:50:01.508,01:50:20.326,
No,0,01:50:20.736,01:50:29.668,
No,0,01:50:30.078,01:50:42.765,
No,0,01:50:43.175,01:50:44.767,
No,0,01:50:45.177,01:50:50.105,
No,0,01:50:50.515,01:50:54.568,
No,0,01:50:54.978,01:51:02.826,
No,0,01:51:03.236,01:51:07.331,
No,0,01:51:07.741,01:51:13.379,
No,0,01:51:13.789,01:51:21.804,
No,0,01:51:22.214,01:51:26.266,
No,0,01:51:26.676,01:51:30.604,
No,0,01:51:31.014,01:51:34.233,
No,0,01:51:34.643,01:51:37.486,
No,0,01:51:37.896,01:51:41.240,
No,0,01:51:41.650,01:51:43.742,
No,0,01:51:44.152,01:51:49.164,
No,0,01:51:49.574,01:51:56.755,
No,0,01:51:57.165,01:52:08.142,
No,0,01:52:08.552,01:52:12.604,
No,0,01:52:13.014,01:52:15.649,
No,0,01:52:16.059,01:52:22.531,
No,0,01:52:22.941,01:52:26.869,
No,0,01:52:27.279,01:52:35.085,
No,0,01:52:35.495,01:52:43.802,
No,0,01:52:44.212,01:52:49.767,
No,0,01:52:50.177,01:52:54.480,
No,0,01:52:54.890,01:52:58.484,
No,0,01:52:58.894,01:53:03.363,
No,0,01:53:03.773,01:53:09.578,
No,0,01:53:09.988,01:53:12.498,
No,0,01:53:12.908,01:53:18.086,
No,0,01:53:18.496,01:53:22.466,
No,0,01:53:22.876,01:53:24.092,
No,0,01:53:24.502,01:53:26.804,
No,0,01:53:27.214,01:53:32.935,
No,0,01:53:33.345,01:53:34.478,
No,0,01:53:34.888,01:53:36.814,
No,0,01:53:37.224,01:53:39.608,
No,0,01:53:40.018,01:53:45.948,
No,0,01:53:46.358,01:53:48.492,
No,0,01:53:48.902,01:53:53.747,
No,0,01:53:54.157,01:53:56.834,
No,0,01:53:57.244,01:54:00.712,
No,0,01:54:01.122,01:54:09.471,
No,0,01:54:09.881,01:54:16.019,
No,0,01:54:16.429,01:54:24.945,
No,0,01:54:25.355,01:54:42.087,
No,0,01:54:42.497,01:54:52.055,
No,0,01:54:52.465,01:55:12.659,
No,0,01:55:13.069,01:55:23.503,
No,0,01:55:23.913,01:55:29.843,
No,0,01:55:30.253,01:55:35.599,
No,0,01:55:36.009,01:55:59.706,
No,0,01:56:00.116,01:56:13.804,
No,0,01:56:14.214,01:56:19.101,
No,0,01:56:19.511,01:56:29.236,
No,0,01:56:29.646,01:56:32.239,
No,0,01:56:32.649,01:56:43.083,
No,0,01:56:43.493,01:56:45.711,
No,0,01:56:46.121,01:56:51.800,
No,0,01:56:52.210,01:56:55.012,
No,0,01:56:55.422,01:56:59.016,
No,0,01:56:59.426,01:57:03.645,
No,0,01:57:04.055,01:57:13.822,
No,0,01:57:14.232,01:57:17.659,
No,0,01:57:18.069,01:58:13.799,
No,0,01:58:14.209,01:58:16.259,
